ID,Cycle,value,Sample,SiteID,Site,Region,Island,CTUM_cover,Notes,Filtration,Exposure,Method,Depth_m,PlateID,Project,Plate,Threshold,E,Primer
CT1235,19,-35.88399986,,EB,H08,EB,Control,,Control,Active,,,,A2,Passive,11,2144,2.137,CT_v1
CT1235,19,-35.88399986,,EB,H08,EB,Control,,Control,Active,,,,A2,Compare,11,2144,2.137,CT_v1
CT1235,14,-39.61841913,,EB,H08,EB,Control,,Control,Active,,,,A2,Passive,11,2144,2.137,CT_v1
CT1235,14,-39.61841913,,EB,H08,EB,Control,,Control,Active,,,,A2,Compare,11,2144,2.137,CT_v1
CT1235,27,4.2615137,,EB,H08,EB,Control,,Control,Active,,,,A2,Passive,11,2144,2.137,CT_v1
CT1235,27,4.2615137,,EB,H08,EB,Control,,Control,Active,,,,A2,Compare,11,2144,2.137,CT_v1
CT1235,,,,EB,H08,EB,Control,,Control,Active,,,,A2,Passive,11,2144,2.137,CT_v1
CT1235,,,,EB,H08,EB,Control,,Control,Active,,,,A2,Compare,11,2144,2.137,CT_v1
CT1235,6,3.048581436,,EB,H08,EB,Control,,Control,Active,,,,A2,Passive,11,2144,2.137,CT_v1
CT1235,6,3.048581436,,EB,H08,EB,Control,,Control,Active,,,,A2,Compare,11,2144,2.137,CT_v1
CT1235,15,-37.98666074,,EB,H08,EB,Control,,Control,Active,,,,A2,Passive,11,2144,2.137,CT_v1
CT1235,15,-37.98666074,,EB,H08,EB,Control,,Control,Active,,,,A2,Compare,11,2144,2.137,CT_v1
CT1235,23,-16.2258213,,EB,H08,EB,Control,,Control,Active,,,,A2,Passive,11,2144,2.137,CT_v1
CT1235,23,-16.2258213,,EB,H08,EB,Control,,Control,Active,,,,A2,Compare,11,2144,2.137,CT_v1
CT1235,21,-25.62771335,,EB,H08,EB,Control,,Control,Active,,,,A2,Passive,11,2144,2.137,CT_v1
CT1235,21,-25.62771335,,EB,H08,EB,Control,,Control,Active,,,,A2,Compare,11,2144,2.137,CT_v1
CT1235,3,50.88423691,,EB,H08,EB,Control,,Control,Active,,,,A2,Passive,11,2144,2.137,CT_v1
CT1235,3,50.88423691,,EB,H08,EB,Control,,Control,Active,,,,A2,Compare,11,2144,2.137,CT_v1
CT1235,22,-24.9424173,,EB,H08,EB,Control,,Control,Active,,,,A2,Passive,11,2144,2.137,CT_v1
CT1235,22,-24.9424173,,EB,H08,EB,Control,,Control,Active,,,,A2,Compare,11,2144,2.137,CT_v1
CT1235,25,-7.085815246,,EB,H08,EB,Control,,Control,Active,,,,A2,Passive,11,2144,2.137,CT_v1
CT1235,25,-7.085815246,,EB,H08,EB,Control,,Control,Active,,,,A2,Compare,11,2144,2.137,CT_v1
CT1235,1,111.9191511,,EB,H08,EB,Control,,Control,Active,,,,A2,Passive,11,2144,2.137,CT_v1
CT1235,1,111.9191511,,EB,H08,EB,Control,,Control,Active,,,,A2,Compare,11,2144,2.137,CT_v1
CT1235,28,6.956376122,,EB,H08,EB,Control,,Control,Active,,,,A2,Passive,11,2144,2.137,CT_v1
CT1235,28,6.956376122,,EB,H08,EB,Control,,Control,Active,,,,A2,Compare,11,2144,2.137,CT_v1
CT1235,11,-30.19050835,,EB,H08,EB,Control,,Control,Active,,,,A2,Passive,11,2144,2.137,CT_v1
CT1235,11,-30.19050835,,EB,H08,EB,Control,,Control,Active,,,,A2,Compare,11,2144,2.137,CT_v1
CT1235,7,-5.852964509,,EB,H08,EB,Control,,Control,Active,,,,A2,Passive,11,2144,2.137,CT_v1
CT1235,7,-5.852964509,,EB,H08,EB,Control,,Control,Active,,,,A2,Compare,11,2144,2.137,CT_v1
CT1235,17,-39.22413152,,EB,H08,EB,Control,,Control,Active,,,,A2,Passive,11,2144,2.137,CT_v1
CT1235,17,-39.22413152,,EB,H08,EB,Control,,Control,Active,,,,A2,Compare,11,2144,2.137,CT_v1
CT1235,16,-40.48537074,,EB,H08,EB,Control,,Control,Active,,,,A2,Passive,11,2144,2.137,CT_v1
CT1235,16,-40.48537074,,EB,H08,EB,Control,,Control,Active,,,,A2,Compare,11,2144,2.137,CT_v1
CT1235,29,19.01568616,,EB,H08,EB,Control,,Control,Active,,,,A2,Passive,11,2144,2.137,CT_v1
CT1235,29,19.01568616,,EB,H08,EB,Control,,Control,Active,,,,A2,Compare,11,2144,2.137,CT_v1
CT1235,5,12.01529094,,EB,H08,EB,Control,,Control,Active,,,,A2,Passive,11,2144,2.137,CT_v1
CT1235,5,12.01529094,,EB,H08,EB,Control,,Control,Active,,,,A2,Compare,11,2144,2.137,CT_v1
CT1235,18,-40.30128526,,EB,H08,EB,Control,,Control,Active,,,,A2,Passive,11,2144,2.137,CT_v1
CT1235,18,-40.30128526,,EB,H08,EB,Control,,Control,Active,,,,A2,Compare,11,2144,2.137,CT_v1
CT1235,13,-37.96208836,,EB,H08,EB,Control,,Control,Active,,,,A2,Passive,11,2144,2.137,CT_v1
CT1235,13,-37.96208836,,EB,H08,EB,Control,,Control,Active,,,,A2,Compare,11,2144,2.137,CT_v1
CT1235,8,-20.15900755,,EB,H08,EB,Control,,Control,Active,,,,A2,Passive,11,2144,2.137,CT_v1
CT1235,8,-20.15900755,,EB,H08,EB,Control,,Control,Active,,,,A2,Compare,11,2144,2.137,CT_v1
CT1235,10,-27.81202956,,EB,H08,EB,Control,,Control,Active,,,,A2,Passive,11,2144,2.137,CT_v1
CT1235,10,-27.81202956,,EB,H08,EB,Control,,Control,Active,,,,A2,Compare,11,2144,2.137,CT_v1
CT1235,30,30.52055708,,EB,H08,EB,Control,,Control,Active,,,,A2,Passive,11,2144,2.137,CT_v1
CT1235,30,30.52055708,,EB,H08,EB,Control,,Control,Active,,,,A2,Compare,11,2144,2.137,CT_v1
CT1235,12,-38.90974928,,EB,H08,EB,Control,,Control,Active,,,,A2,Passive,11,2144,2.137,CT_v1
CT1235,12,-38.90974928,,EB,H08,EB,Control,,Control,Active,,,,A2,Compare,11,2144,2.137,CT_v1
CT1235,26,-1.03876593,,EB,H08,EB,Control,,Control,Active,,,,A2,Passive,11,2144,2.137,CT_v1
CT1235,26,-1.03876593,,EB,H08,EB,Control,,Control,Active,,,,A2,Compare,11,2144,2.137,CT_v1
CT1235,4,29.17386381,,EB,H08,EB,Control,,Control,Active,,,,A2,Passive,11,2144,2.137,CT_v1
CT1235,4,29.17386381,,EB,H08,EB,Control,,Control,Active,,,,A2,Compare,11,2144,2.137,CT_v1
CT1235,24,-13.43811382,,EB,H08,EB,Control,,Control,Active,,,,A2,Passive,11,2144,2.137,CT_v1
CT1235,24,-13.43811382,,EB,H08,EB,Control,,Control,Active,,,,A2,Compare,11,2144,2.137,CT_v1
CT1236,22,-25.70220216,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,22,-25.70220216,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,16,-37.88932362,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,16,-37.88932362,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,5,13.87387392,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,5,13.87387392,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,29,24.9281491,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,29,24.9281491,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,25,-6.820535614,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,25,-6.820535614,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,3,51.9639034,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,3,51.9639034,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,15,-39.60724878,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,15,-39.60724878,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,26,-0.699946851,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,26,-0.699946851,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,14,-40.57666378,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,14,-40.57666378,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,9,-22.8695173,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,9,-22.8695173,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,19,-31.58019009,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,19,-31.58019009,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,2,77.58221343,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,2,77.58221343,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,21,-23.34489055,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,21,-23.34489055,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,20,-30.03245869,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,20,-30.03245869,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,11,-25.95444947,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,11,-25.95444947,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,12,-40.43647645,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,12,-40.43647645,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,23,-21.78909176,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,23,-21.78909176,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,,,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,,,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,17,-34.22703744,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,17,-34.22703744,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,4,25.42272503,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,4,25.42272503,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,18,-35.84802482,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,18,-35.84802482,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,10,-31.68342782,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,10,-31.68342782,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,8,-13.43577317,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,8,-13.43577317,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,13,-34.86669765,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,13,-34.86669765,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,7,-3.306353663,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,7,-3.306353663,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,24,-16.82387877,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,24,-16.82387877,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,30,24.87141229,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,30,24.87141229,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,1,106.0655628,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,1,106.0655628,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,28,13.00572181,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,28,13.00572181,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,27,8.540730841,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,27,8.540730841,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1236,6,2.246614213,,EB,H08,EB,Control,,Control,Active,,,,A3,Compare,11,2144,2.137,CT_v1
CT1236,6,2.246614213,,EB,H08,EB,Control,,Control,Active,,,,A3,Passive,11,2144,2.137,CT_v1
CT1246,18,-17.87440202,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,18,-17.87440202,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,2,30.75285281,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,2,30.75285281,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,12,-13.72708423,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,12,-13.72708423,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,30,22.29803511,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,30,22.29803511,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,21,-8.989023877,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,21,-8.989023877,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,1,50.24004333,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,1,50.24004333,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,10,-11.01667142,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,10,-11.01667142,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,27,0.999460443,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,27,0.999460443,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,15,-13.5323561,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,15,-13.5323561,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,7,5.108159581,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,7,5.108159581,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,4,14.14292682,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,4,14.14292682,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,11,-6.125093103,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,11,-6.125093103,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,6,-1.505045146,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,6,-1.505045146,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,8,-6.030622777,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,8,-6.030622777,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,16,-16.09693992,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,16,-16.09693992,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,22,-15.51102129,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,22,-15.51102129,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,20,-13.60278949,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,20,-13.60278949,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,25,-5.074139063,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,25,-5.074139063,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,14,-19.40924933,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,14,-19.40924933,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,26,-7.771271047,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,26,-7.771271047,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,13,-11.38829105,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,13,-11.38829105,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,,,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,,,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,17,-10.20817532,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,17,-10.20817532,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,9,-9.872013959,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,9,-9.872013959,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,5,8.028045484,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,5,8.028045484,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,19,-16.15367397,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,19,-16.15367397,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,28,6.203649482,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,28,6.203649482,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,3,11.23895414,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,3,11.23895414,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,23,-13.77711323,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,23,-13.77711323,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,24,-6.191918408,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,24,-6.191918408,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1246,29,12.81765586,,EB,H09,EB,Control,,Control,Active,,,,B1,Compare,11,2144,2.137,CT_v1
CT1246,29,12.81765586,,EB,H09,EB,Control,,Control,Active,,,,B1,Passive,11,2144,2.137,CT_v1
CT1247,22,-6.298174993,,EB,H09,EB,Control,,Control,Active,,,,B2,Compare,11,2144,2.137,CT_v1
CT1247,22,-6.298174993,,EB,H09,EB,Control,,Control,Active,,,,B2,Passive,11,2144,2.137,CT_v1
CT1247,24,-2.807707792,,EB,H09,EB,Control,,Control,Active,,,,B2,Compare,11,2144,2.137,CT_v1
CT1247,24,-2.807707792,,EB,H09,EB,Control,,Control,Active,,,,B2,Passive,11,2144,2.137,CT_v1
CT1247,21,-10.89876638,,EB,H09,EB,Control,,Control,Active,,,,B2,Compare,11,2144,2.137,CT_v1
CT1247,21,-10.89876638,,EB,H09,EB,Control,,Control,Active,,,,B2,Passive,11,2144,2.137,CT_v1
CT1247,27,5.059634047,,EB,H09,EB,Control,,Control,Active,,,,B2,Compare,11,2144,2.137,CT_v1
CT1247,27,5.059634047,,EB,H09,EB,Control,,Control,Active,,,,B2,Passive,11,2144,2.137,CT_v1
CT1247,4,20.6595846,,EB,H09,EB,Control,,Control,Active,,,,B2,Compare,11,2144,2.137,CT_v1
CT1247,4,20.6595846,,EB,H09,EB,Control,,Control,Active,,,,B2,Passive,11,2144,2.137,CT_v1
CT1247,5,15.48927876,,EB,H09,EB,Control,,Control,Active,,,,B2,Compare,11,2144,2.137,CT_v1
CT1247,5,15.48927876,,EB,H09,EB,Control,,Control,Active,,,,B2,Passive,11,2144,2.137,CT_v1
CT1247,16,-14.53700402,,EB,H09,EB,Control,,Control,Active,,,,B2,Compare,11,2144,2.137,CT_v1
CT1247,16,-14.53700402,,EB,H09,EB,Control,,Control,Active,,,,B2,Passive,11,2144,2.137,CT_v1
CT1247,13,-20.70922936,,EB,H09,EB,Control,,Control,Active,,,,B2,Compare,11,2144,2.137,CT_v1
CT1247,13,-20.70922936,,EB,H09,EB,Control,,Control,Active,,,,B2,Passive,11,2144,2.137,CT_v1
CT1247,10,-18.58171064,,EB,H09,EB,Control,,Control,Active,,,,B2,Compare,11,2144,2.137,CT_v1
CT1247,10,-18.58171064,,EB,H09,EB,Control,,Control,Active,,,,B2,Passive,11,2144,2.137,CT_v1
CT1247,18,-13.74121309,,EB,H09,EB,Control,,Control,Active,,,,B2,Compare,11,2144,2.137,CT_v1
CT1247,18,-13.74121309,,EB,H09,EB,Control,,Control,Active,,,,B2,Passive,11,2144,2.137,CT_v1
CT1247,30,7.048429511,,EB,H09,EB,Control,,Control,Active,,,,B2,Compare,11,2144,2.137,CT_v1
CT1247,30,7.048429511,,EB,H09,EB,Control,,Control,Active,,,,B2,Passive,11,2144,2.137,CT_v1
CT1247,29,10.45773778,,EB,H09,EB,Control,,Control,Active,,,,B2,Compare,11,2144,2.137,CT_v1
CT1247,29,10.45773778,,EB,H09,EB,Control,,Control,Active,,,,B2,Passive,11,2144,2.137,CT_v1
CT1247,9,-15.15971739,,EB,H09,EB,Control,,Control,Active,,,,B2,Compare,11,2144,2.137,CT_v1
CT1247,9,-15.15971739,,EB,H09,EB,Control,,Control,Active,,,,B2,Passive,11,2144,2.137,CT_v1
CT1247,19,-8.05203828,,EB,H09,EB,Control,,Control,Active,,,,B2,Compare,11,2144,2.137,CT_v1
CT1247,19,-8.05203828,,EB,H09,EB,Control,,Control,Active,,,,B2,Passive,11,2144,2.137,CT_v1
CT1247,20,-10.39492501,,EB,H09,EB,Control,,Control,Active,,,,B2,Compare,11,2144,2.137,CT_v1
CT1247,20,-10.39492501,,EB,H09,EB,Control,,Control,Active,,,,B2,Passive,11,2144,2.137,CT_v1
CT1247,,,,EB,H09,EB,Control,,Control,Active,,,,B2,Compare,11,2144,2.137,CT_v1
CT1247,,,,EB,H09,EB,Control,,Control,Active,,,,B2,Passive,11,2144,2.137,CT_v1
CT1247,15,-16.13890784,,EB,H09,EB,Control,,Control,Active,,,,B2,Compare,11,2144,2.137,CT_v1
CT1247,15,-16.13890784,,EB,H09,EB,Control,,Control,Active,,,,B2,Passive,11,2144,2.137,CT_v1
CT1247,7,-4.963753435,,EB,H09,EB,Control,,Control,Active,,,,B2,Compare,11,2144,2.137,CT_v1
CT1247,7,-4.963753435,,EB,H09,EB,Control,,Control,Active,,,,B2,Passive,11,2144,2.137,CT_v1
CT1247,12,-19.08775899,,EB,H09,EB,Control,,Control,Active,,,,B2,Compare,11,2144,2.137,CT_v1
CT1247,12,-19.08775899,,EB,H09,EB,Control,,Control,Active,,,,B2,Passive,11,2144,2.137,CT_v1
CT1247,26,0.644466523,,EB,H09,EB,Control,,Control,Active,,,,B2,Compare,11,2144,2.137,CT_v1
CT1247,26,0.644466523,,EB,H09,EB,Control,,Control,Active,,,,B2,Passive,11,2144,2.137,CT_v1
CT1247,6,1.692839796,,EB,H09,EB,Control,,Control,Active,,,,B2,Compare,11,2144,2.137,CT_v1
CT1247,6,1.692839796,,EB,H09,EB,Control,,Control,Active,,,,B2,Passive,11,2144,2.137,CT_v1
CT1247,11,-9.985312524,,EB,H09,EB,Control,,Control,Active,,,,B2,Compare,11,2144,2.137,CT_v1
CT1247,11,-9.985312524,,EB,H09,EB,Control,,Control,Active,,,,B2,Passive,11,2144,2.137,CT_v1
CT1247,2,43.84811487,,EB,H09,EB,Control,,Control,Active,,,,B2,Compare,11,2144,2.137,CT_v1
CT1247,2,43.84811487,,EB,H09,EB,Control,,Control,Active,,,,B2,Passive,11,2144,2.137,CT_v1
CT1247,25,0.450540044,,EB,H09,EB,Control,,Control,Active,,,,B2,Compare,11,2144,2.137,CT_v1
CT1247,25,0.450540044,,EB,H09,EB,Control,,Control,Active,,,,B2,Passive,11,2144,2.137,CT_v1
CT1247,1,72.98851143,,EB,H09,EB,Control,,Control,Active,,,,B2,Compare,11,2144,2.137,CT_v1
CT1247,1,72.98851143,,EB,H09,EB,Control,,Control,Active,,,,B2,Passive,11,2144,2.137,CT_v1
CT1247,28,7.921654088,,EB,H09,EB,Control,,Control,Active,,,,B2,Compare,11,2144,2.137,CT_v1
CT1247,28,7.921654088,,EB,H09,EB,Control,,Control,Active,,,,B2,Passive,11,2144,2.137,CT_v1
CT1247,8,-5.965044989,,EB,H09,EB,Control,,Control,Active,,,,B2,Compare,11,2144,2.137,CT_v1
CT1247,8,-5.965044989,,EB,H09,EB,Control,,Control,Active,,,,B2,Passive,11,2144,2.137,CT_v1
CT1247,23,-1.568299602,,EB,H09,EB,Control,,Control,Active,,,,B2,Compare,11,2144,2.137,CT_v1
CT1247,23,-1.568299602,,EB,H09,EB,Control,,Control,Active,,,,B2,Passive,11,2144,2.137,CT_v1
CT1247,14,-20.97443412,,EB,H09,EB,Control,,Control,Active,,,,B2,Compare,11,2144,2.137,CT_v1
CT1247,14,-20.97443412,,EB,H09,EB,Control,,Control,Active,,,,B2,Passive,11,2144,2.137,CT_v1
